date,low,imf0,imf1,imf2,imf3,imf4,imf5,imf6,imf7,imf8
2002-06-19,1506.432,1.781794159180914,-31.195825945771777,-35.083366852386646,-19.40107046553097,-17.86342867541022,-40.56599263992158,28.221567241208135,-716.5024337091229,2338.276756887755
2002-06-20,1510.5279999999998,-23.386001077928835,-36.31659801303213,-23.11524523055993,-1.7455381080328836,-11.161455827705034,-37.75829064650884,28.344515686192356,-716.8930804194912,2338.182693637066
2002-06-21,1517.255,-36.1562833471785,-20.886039908715322,-6.067837967104657,15.691781230648926,-4.313816081710278,-34.793848032453845,28.446517292797147,-717.2873019376805,2338.088828751397
2002-06-24,1647.4979999999998,34.0390904528991,10.412515951318976,11.197540121908093,31.971566086421337,2.5432525678954483,-31.688769087624763,28.527731245410255,-717.6850896863575,2337.995162348129
2002-06-25,1690.6129999999998,-18.11590602906947,25.92875810126387,23.405722723196945,46.15449499519084,9.273512126431552,-28.459158101889376,28.58831672841944,-718.0864350881874,2337.9016945446438
2002-06-26,1684.9129999999998,-17.958844947531215,8.450633259833833,26.551831142029815,57.30124649286469,15.74072459921824,-25.121119365115256,28.628432753817332,-718.4913293934426,2337.8084254583255
2002-06-27,1706.14,-7.621972528837596,-2.770823474568655,21.76903511431298,64.58703637692976,21.808651991576312,-21.690757167170375,28.648237035741985,-718.8997625545379,2337.715355206554
2002-06-28,1710.999,11.525348518161389,-14.384636822558877,11.739801219699187,67.75827442087727,27.34174179059028,-18.1841757979229,28.64788459696029,-719.3117218325192,2337.6224839067127
2002-07-01,1712.7720000000002,-8.726974882838604,-8.59425092022223,-0.13255994542216337,67.13389005126682,32.21222759646569,-14.617479547240807,28.627529508325033,-719.7271935365172,2337.5298116761833
2002-07-02,1698.832,3.7008091585824334,-4.003148994435503,-9.10266150736531,63.157182507357994,36.32509104347762,-11.006772704991471,28.58732575477691,-720.1461638897512,2337.437338632348
2002-07-03,1719.622,6.393238249960994,2.8691859771755657,-12.146749417642217,56.22307984786414,39.64453180527828,-7.368159561042664,28.52742732125761,-720.5686191154424,2337.3450648925905
2002-07-04,1710.2879999999998,-8.551118845076049,-0.17578160461906525,-8.100253860223914,46.799600059482806,42.17386532550786,-3.7177444052627577,28.447988192709815,-720.9945454368091,2337.2529905742904
2002-07-05,1704.1870000000001,-6.113299772154154,5.2653978974065,-0.8359929126648266,35.931309663849014,43.92586757924942,-0.07163152751892769,28.349162354074817,-721.4239290770739,2337.161115794832
2002-07-08,1721.124,9.13258117535075,1.6244445747688143,4.959912302981429,25.305176942966884,44.91402201917639,3.5540747823198595,28.23110379029391,-721.8567562594553,2337.069440671597
2002-07-09,1724.391,8.108610857582176,4.218490893688184,6.038830380413954,16.546066934866065,45.151779854499296,7.143302477847569,28.093966486308982,-722.2930132071734,2336.9779653219675
2002-07-10,1698.829,-8.21416037790406,-0.544482443843579,2.643993631113721,10.51416923660752,44.65147676496204,10.681095042125559,27.93790442706192,-722.7326861434484,2336.886689863325
2002-07-11,1689.223,-1.1786413239088795,-5.116345547196262,-2.7270694463215106,7.00118720985773,43.42078173579805,14.157162652724281,27.763071597494015,-723.1757612915001,2336.7956144130526
2002-07-12,1693.211,5.163424817554525,-5.398105906719736,-6.670863778387924,5.517483409874441,41.4688667065206,17.565058554626656,27.569621982548348,-723.6222248745494,2336.7047390885323
2002-07-15,1685.5379999999998,-4.682521469398127,-5.668412873776654,-6.702713242827177,5.36370994420923,38.83599060388643,20.899236579410996,27.35770956716522,-724.0720631158167,2336.6140640071467
2002-07-16,1686.81,-4.504894493022625,-5.19733345186935,-3.2469629610063686,5.681050614317372,35.61208402267473,24.153240884862647,27.127488336285918,-724.5252622385194,2336.523589286277
2002-07-17,1680.1989999999998,-3.772865053428964,0.908660181159228,1.4980124099482033,5.5312688396079315,31.9027117365984,27.319593033835858,26.87911227485373,-724.9818084658804,2336.433315043306
2002-07-18,1695.396,-6.958436451941102,7.619365355951381,4.540966702423078,3.990560518473781,27.814645684148598,30.390609448637917,26.61273536780914,-725.4416880211181,2336.343241395615
2002-07-19,1703.381,10.5285042359005,5.748899775017528,3.550475149108565,0.5471962013172432,23.45032515385325,33.35860655157433,26.328511600094046,-725.9048871274534,2336.2533684605883
2002-07-22,1678.5,-8.916090853524457,3.0899311112877736,-0.010343731831207877,-4.074956236743734,18.886659641709148,36.215900764951606,26.02659495665093,-726.3713920081068,2336.1636963556066
2002-07-23,1670.379,1.8365425543013296,-4.094670425712962,-3.1198879720766675,-8.819397624836224,14.163429223071654,38.954808511077225,25.707139422420486,-726.8411888862975,2336.0742251980528
2002-07-24,1667.44,6.083418456902752,-2.6506177882687973,-3.2961083801316873,-12.657543383794716,9.312214780629072,41.5676462122559,25.3702989823452,-727.3142639852457,2335.984955105308
2002-07-25,1662.38,-1.491618730643116,0.5038544326106545,-0.6124999917299406,-14.823573486049339,4.364597197065715,44.04673029079553,25.016227621366763,-727.7906035281716,2335.8958861947553
2002-07-26,1656.82,-0.3122223971282129,-0.6707830430640621,3.2173129127641396,-15.060957061317406,-0.6506317501643818,46.384377169002214,24.645079324426064,-728.2701937382947,2335.8070185837764
2002-07-29,1647.265,-3.0884340295522446,4.060665868540102,3.873449955532987,-13.258925379405452,-5.707999311680444,48.57290326918185,24.257008076465,-728.7530208388353,2335.7183523897534
2002-07-30,1656.852,6.016300519651605,1.3694943359849094,1.1000610552315788,-9.587934619764962,-10.743530844225342,50.60462501364074,23.85216786242644,-729.2390710530141,2335.629887730069
2002-07-31,1649.007,-6.050064699172499,-0.32570696518848335,-3.155383658094157,-4.956517921354437,-15.634192366182479,52.471858824686784,23.430712667250297,-729.7283306040516,2335.5416247221065
2002-08-01,1639.23,0.0058582047599629195,-2.8530978041104897,-5.7879386705483125,-0.5445708937252838,-20.20274620495957,54.16692112462428,22.992796475879448,-730.2207857151665,2335.4535634832464
2002-08-02,1653.17,8.845640957664,-4.020976367206021,-4.218559072954059,2.6707006003323905,-24.276789248144897,55.682128335760936,22.538573273255384,-730.7164226095789,2335.365704130871
2002-08-05,1652.4,-8.396635309869104,1.5567987931559355,0.9145442631421625,4.466720209043846,-27.72224115204926,57.00979688040304,22.06819704432019,-731.2152275105097,2335.2780467823627
2002-08-06,1649.8929999999998,7.274873454839137,-0.5508239889042411,6.2019681356923,4.903135359187799,-30.407622829612137,58.14223527320813,21.58182968166313,-731.7171866411787,2335.1905915551047
2002-08-07,1663.9270000000001,1.1844106293213699,3.8315956489042797,8.116271519898794,4.1382744954613795,-32.23798974196753,59.07170193721738,21.07968316949202,-732.2222862248055,2335.1033385664778
2002-08-08,1657.4679999999998,-2.250343271863965,4.5737652907323305,5.492072328031864,2.5361415630211135,-33.18783614666098,59.790373543738234,20.562051243747796,-732.7305124846117,2335.0162879338654
2002-08-09,1642.771,1.8481334963680536,-4.392719327265751,0.3279470257244493,0.5108713586914553,-33.25556692015171,60.29050013440745,20.029246101392268,-733.2418516438149,2334.929439774649
2002-08-12,1633.094,-5.950527076358278,-1.8350118386269474,-4.815822899731287,-1.5233339770910248,-32.44386184221938,60.56647309430616,19.481580259147336,-733.7562899256368,2334.8427942062103
2002-08-13,1633.547,-3.654630067842079,2.746427329660844,-8.566712100167019,-3.1473065561790508,-30.76865224546767,60.620966157837486,18.91936968952242,-734.2738135532971,2334.756351345932
2002-08-14,1635.287,8.274437048887288,2.105557352987911,-10.114957365883756,-3.9386537189344177,-28.285830130780834,60.46280739475471,18.342936857788132,-734.7944087500164,2334.6701113111976
2002-08-15,1632.1329999999998,-6.195426374799578,1.6992303422636688,-9.513031891244289,-3.6318209768069702,-25.11348930639213,60.10192945662059,17.752596269984927,-735.3180617390136,2334.5840742193873
2002-08-16,1624.049,3.723487701199026,-2.07677226980227,-6.444109257296198,-2.3758229622936033,-21.38519208333355,59.54826752899413,17.148659898157955,-735.8447587435096,2334.498240187884
2002-08-19,1641.4029999999998,-7.091156687842098,-2.948249286318433,-1.3233127177439516,-0.48285437777897744,-17.234746789448277,58.8117567974328,16.531439714352963,-736.374485986725,2334.412609334071
2002-08-20,1644.2479999999998,4.258435036484713,2.444942073586579,4.502940909561616,1.717075005636116,-12.79592524682911,57.9023324474958,15.90124769061371,-736.907229691878,2334.327181775329
2002-08-21,1668.364,-2.578492709144229,2.323033286072198,9.225918356297615,3.893733333764503,-8.202499277566872,56.82992966474,15.25839579898634,-737.4429760821901,2334.2419576290404
2002-08-22,1672.4270000000001,4.556866957660219,1.8476078807864889,11.187805470476802,5.724055116885474,-3.588240703757355,55.60448363472562,14.603196011516005,-737.9817113808821,2334.156937012589
2002-08-23,1679.115,0.11384411229060966,1.6325133714981679,9.88012985046514,6.94684593779751,0.9130786525088235,54.23592954300929,13.935960300248253,-738.5234218111716,2334.072120043354
2002-08-26,1668.8229999999999,-5.30002909150332,-3.87470836230582,6.313424869241888,7.4641423478390365,5.171553781911829,52.73420257514946,13.25700063722704,-739.0680935962807,2333.9875068387205
2002-08-27,1670.112,4.310379856470985,-1.8774097029348156,2.9177594166476317,7.295519534048117,9.081499427923937,51.109237916704565,12.566628994498911,-739.6157129594292,2333.90309751607
2002-08-28,1675.525,0.201350737416181,1.244137969523893,1.4000710426908003,6.451442785386494,12.584243298693803,49.37097075323383,11.865157344107825,-740.166266123836,2333.818892192783
2002-08-29,1665.724,-4.341438299611993,-2.8421710559413,2.180785296823321,4.960060474790584,15.66274020145402,47.529974050863665,11.152897658100121,-740.7197393127226,2333.734890986244
2002-08-30,1664.8220000000001,-2.9611388433475816,-3.111370725265267,3.045242001081259,2.931083976013586,18.30938222112646,45.59966419734571,10.43016190851996,-741.2761187493084,2333.651094013834
2002-09-02,1663.172,-2.2563195792209703,2.4480738495128938,2.5074519303904546,0.5334595888749566,20.51669684854303,43.5952645583641,9.697262067413087,-741.8353906568121,2333.5675013929344
2002-09-03,1669.5770000000002,6.648676510883716,4.964025175773671,0.6466593099408275,-2.04000959685574,22.27727571201325,41.53229079894696,8.954510106823859,-742.397541258457,2333.4841132409306
2002-09-04,1662.489,3.8711817089397567,4.9580789457950205,-1.8893464344108923,-4.620589466253663,23.58582576527038,39.42625858412,8.202217998799016,-742.9625567774601,2333.4009296752006
2002-09-05,1639.8210000000001,-2.869090393463991,-2.950180027409324,-4.253551249026257,-7.078571103782127,24.437507633783298,37.29266004842994,7.440697715382318,-743.530423437043,2333.3179508131293
2002-09-06,1629.9279999999999,-1.9252610570783537,-7.514416480269243,-5.63099945576065,-9.323589187342376,24.827530992752816,35.1464246474056,6.670261228619711,-744.101127460426,2333.2351767720984
2002-09-09,1617.009,-6.554100971329287,-7.310800774980835,-5.4492143631243355,-11.226515946420546,24.754582672723807,32.99887627391339,5.891220510556146,-744.6746550708284,2333.15260766949
2002-09-10,1619.33,-5.404387997163316,-0.8148385903704953,-4.193091131254212,-12.479506193373837,24.226198795043107,30.853486452666143,5.103887533236377,-745.2509924914697,2333.070243622686
2002-09-11,1641.4029999999998,10.571842894939394,9.715660066165201,-3.1962102959059644,-12.78244952009168,23.255815261457002,28.709808521232244,4.308574268706351,-745.8301259455712,2332.9880847490685
2002-09-12,1614.599,-6.298636854236316,8.032951761074203,-3.6529970905272973,-11.944221314945514,21.85437807861276,26.566843221343355,3.505592689010421,-746.4120416563517,2332.90613116602
2002-09-13,1621.424,4.334401373569197,4.006952230878686,-5.5867644204931555,-9.988859447870771,20.046767059098002,24.42359129473312,2.695254766194734,-746.9967258470339,2332.824382990924
2002-09-16,1598.74,-7.4171825318655324,-0.5176060295554646,-8.012715655096644,-7.146944330568658,17.861846991321613,22.279053483135,1.877872472303645,-747.5841647408339,2332.74284034116
2002-09-17,1593.981,6.888206087334989,-9.735023900193019,-9.563737273150405,-3.710074658488738,15.328482663696471,20.132230528281053,1.0537577793823043,-748.1743445609748,2332.6615033341122
2002-09-18,1593.526,-8.25570976348304,-2.576904379438703,-9.086051577691947,0.008660468114137499,12.475538864631663,17.982123171904732,0.22322265947645947,-748.7672515306758,2332.5803720871622
2002-09-19,1585.068,7.75706501506926,6.766788037012064,-6.507556052565223,3.654936533040101,9.331880382538069,15.827732155738888,-0.6134209153685395,-749.3628718731572,2332.4994467176925
2002-09-20,1602.885,-6.689268619239673,6.271421839418066,-2.093755836199714,6.828497830340006,5.926372005826371,13.66805822151678,-1.4558609731091334,-749.9611918116385,2332.4187273430857
2002-09-23,1597.287,2.901051049375415,-5.919711510615059,3.1619021254738726,9.179926597299097,2.2934986578115266,11.502102110970668,-2.3037855416983812,-750.5621975693396,2332.3382140807225
2002-09-24,1594.2820000000002,-3.12438668277139,-3.6503173310519665,7.375054476274622,10.375748317699149,-1.5081123753973786,9.328864565833802,-3.156882649091331,-751.165875369481,2332.257907047986
2002-09-25,1590.494,1.7502583989718297,-1.8217493192339873,9.63419896078833,10.133948826125511,-5.397757798223033,7.147346327839837,-4.014840323243826,-751.7722114352821,2332.177806362258
2002-09-26,1586.53,-2.144964130814528,1.3300026556785272,9.655394393907246,8.265535452073896,-9.252890068413521,4.956548138720832,-4.877346592109523,-752.3811919899647,2332.0979121409214
2002-09-27,1577.53,2.8156839638441413,3.888380415987857,6.794071030159322,5.0204227663914285,-12.937360677559854,2.7554707402100407,-5.744089483644265,-752.9928032567473,2332.0182245013584
2002-10-08,1558.476,4.045065416018643,0.6706762595966893,1.219849904153006,1.1114114910717023,-16.31407302117903,0.5431148740409165,-6.614757025802703,-753.6070314588503,2331.938743560951
2002-10-09,1534.911,-5.54803233918813,-0.7585787904796568,-4.891853126073546,-2.6546559024656053,-19.245930494787054,-1.6815187180542814,-7.4890372465386905,-754.2238628194945,2331.8594694370813
2002-10-10,1528.352,5.05221633929008,-4.384948582369703,-7.844565537302029,-5.470936942799424,-21.595836493901313,-3.9194292943419016,-8.366618173808272,-754.8432835618985,2331.780402247131
2002-10-11,1521.911,-4.9438737573004214,2.9550412726325685,-4.892647214613225,-6.658284137226067,-23.226694414037024,-6.1716161130898834,-9.2471878355655,-755.4652799092836,2331.7015421084834
2002-10-14,1509.136,5.141418137190147,-0.8283106002318918,0.5074017753005468,-6.10164620203012,-24.006417826209855,-8.439062077903806,-10.13043425976562,-756.0898380848689,2331.6228891385194
2002-10-15,1522.101,-6.532234634210541,3.146806041308694,2.885207982961967,-4.0247440792039315,-23.836406113996055,-10.722082865244273,-11.016045474362887,-756.7169443118756,2331.5444434546225
2002-10-16,1524.908,9.00415057040701,0.591892655884392,2.122543091134821,-0.84120611814926,-22.686742991402397,-13.018548061212975,-11.903709507312945,-757.3465848135235,2331.466205174175
2002-10-17,1511.398,-8.019360045305774,-6.07852463108225,0.06196717910258125,2.426124303872548,-20.583885584883475,-15.325635436658798,-12.793114386570245,-757.9787458130314,2331.388174414557
2002-10-18,1500.543,-4.279557729477716,-4.288528231500817,-0.25889526113342193,4.571090401858314,-17.577598538443958,-17.640500260744847,-13.683948140089239,-758.6134135336212,2331.310351293153
2002-10-21,1512.3270000000002,-2.554412234279959,-3.5099036974390536,2.367865046553819,4.9008198220431884,-13.725321108409547,-19.960310761476073,-14.575898795825173,-759.2505741985112,2331.232735927344
2002-10-22,1525.065,8.08076722250179,6.419237540841193,5.531107740040242,3.690990613001211,-9.132309321506836,-22.28225381673456,-15.4686543817327,-759.890214030923,2331.1553284345127
2002-10-23,1539.476,6.338321395502014,8.552766526352984,6.989158819094773,1.5372434049224186,-4.033000376768026,-24.60339652130252,-16.36190292576766,-760.532319254075,2331.0781289320407
2002-10-24,1535.9,1.339026119892947,4.028432315028499,5.177789940817349,-0.9701149534622232,1.296710371963737,-26.920772784479862,-17.255332455882716,-761.1768760911888,2331.001137537311
2002-10-25,1517.415,-1.4342004511737865,-3.73062983172097,0.4741370743529443,-3.2949389417219717,6.578196063640622,-29.231416515564113,-18.14863100003451,-761.8238707654841,2330.9243543677057
2002-10-28,1500.007,-8.374857693342713,-8.073213252757975,-5.25310108136569,-4.923077947568544,11.539608144640777,-31.53236162385458,-19.04148658617729,-762.473289500181,2330.847779540607
2002-10-29,1488.6789999999999,3.644950938606246,-7.454533429309858,-9.76840383954231,-5.387994221037002,15.955915157299458,-33.82064201864839,-19.933587242266103,-763.125118518498,2330.771413173396
2002-10-30,1498.4479999999999,3.992397013993873,-8.491688230313274,-11.118956397419497,-4.375490059301018,19.703239114445914,-36.093791784949815,-20.82462099625481,-763.7793440436579,2330.6952553834567
2002-10-31,1505.999,-0.17094119767011853,-10.756261233888093,-8.483589226247341,-1.9505854320317173,22.73984610473127,-38.35154712808491,-21.714275876100047,-764.4359522988784,2330.6193062881694
2002-11-01,1498.213,-6.482724555231845,-8.617662225515623,-2.8162658788696624,1.3848385861013714,25.040367584842972,-40.59495009910917,-22.60223990975487,-765.0949295073813,2330.543566004918
2002-11-04,1515.0720000000001,-3.7796160724056516,1.6234645454578613,3.9838154181875622,5.036372212845519,26.579636428972663,-42.82524416658168,-23.488201125174733,-765.7562618923856,2330.468034651084
2002-11-05,1532.2879999999998,8.861693616503835,9.209855048528924,9.86810384014651,8.405371574784205,27.33671960247377,-45.04367279906033,-24.371847550315078,-766.4199356771113,2330.3927123440494
2002-11-06,1548.7279999999998,-1.9467171498614608,12.758451120806962,12.835322817224826,10.870211457464093,27.315604666902818,-47.25066781582503,-25.252867213129953,-767.0859370847787,2330.3175992011966
2002-11-07,1546.265,8.351230407368288,8.831295930784455,11.713550750923034,11.867366671922417,26.55912999696375,-49.443068617686905,-26.13094814157461,-767.7542523386081,2330.2426953399076
2002-11-08,1517.391,-3.2404746035345124,-1.922230518374667,7.8630667942386525,11.233690531750744,25.1311126145943,-51.61551967081684,-27.005778363603106,-768.4248676618198,2330.168000877565
2002-11-11,1501.989,0.6854206253688252,-10.896174261346964,3.016202308347899,9.134019932542301,23.107150268383524,-53.76231962004202,-27.877045907171876,-769.097769277633,2330.0935159315513
2002-11-12,1481.161,-7.380758836115212,-7.60715881234851,-1.081848750568187,5.793559159830018,20.565115939648493,-55.877767110192245,-28.74443880023398,-769.7729434092687,2330.0192406192477
2002-11-13,1461.26,8.173759166854232,-6.152574023910584,-2.521584726918867,1.4505240530161678,17.582882609708474,-57.95616078609529,-29.60764507074546,-770.4503762799457,2329.945175058037
2002-11-14,1459.7089999999998,-8.16413969911563,-8.787233042378686,-1.195861481662939,-3.579202249898813,14.238323259880143,-59.99179929257935,-30.46635274666077,-771.1300541128849,2329.871319365301
2002-11-15,1451.392,4.892556633776427,-8.22510370760331,0.5972246540677874,-8.86946784843096,10.609310871482764,-61.97898127447421,-31.32024985593436,-771.8119631313074,2329.7976736584233
2002-11-18,1447.491,-7.860903681848997,4.502430812439846,0.7198011985517266,-13.99216544820013,6.773718425833211,-63.912005376607254,-32.16902442652148,-772.4960895584314,2329.7242380547846
2002-11-19,1441.731,10.957842134983581,11.055519015957977,-1.7474261021750028,-18.572412277121533,2.8094189042503492,-65.78517024380807,-33.012364486376775,-773.1824196174769,2329.6510126717662
2002-11-20,1423.8029999999999,-3.740622403991951,5.8286723387739965,-6.914170492836208,-22.38949024072569,-1.2057147119481495,-67.59277452090424,-33.8499580634549,-773.8709395316663,2329.577997626753
2002-11-21,1389.289,-14.829963379907735,-2.356550345902642,-12.64984246668068,-25.27378184053722,-5.193809441444216,-69.32911685272477,-34.6814931857113,-774.561635524217,2329.5051930371255
2002-11-22,1375.539,5.432970260322263,-5.184117259737526,-16.298609562946506,-27.05920257143561,-9.076992302920178,-70.98849588409782,-35.506657881100224,-775.2544938183509,2329.4325990202665
2002-11-25,1383.09,18.283484849905925,-8.485257546266272,-15.511330538763465,-27.58999653457542,-12.779264849142239,-72.56521025985239,-36.32514017757712,-775.9495006372874,2329.3602156935585
2002-11-26,1371.007,-16.873017692720353,-1.182491764075007,-9.207299832472183,-26.780379678023664,-16.241025274931964,-74.05355862481667,-37.13662810309544,-776.6466422042461,2329.2880431743815
2002-11-27,1353.139,-14.462656630709212,-1.927239822327661,0.7769140198206317,-24.67534089146198,-19.441204203563416,-75.44783962381946,-37.94080968561164,-777.3459047424478,2329.2160815801208
2002-11-28,1372.381,6.7446031076773485,8.040446307216321,10.866290215665371,-21.37178507873481,-22.371886250099475,-76.74235190168932,-38.737372953080154,-778.0472744751117,2329.1443310281566
2002-11-29,1409.2,17.324463846562573,7.335563542946326,18.655970329683534,-16.972431791774277,-25.026219901121014,-77.93139410325503,-39.52600593345465,-778.7507376254589,2329.0727916358715
2002-12-02,1394.911,-15.038549339804545,-3.141088602551456,22.60247059217482,-11.577476469791701,-27.3998777559309,-79.00926487334381,-40.30639665469176,-779.4562804167092,2329.0014635206485
2002-12-03,1388.513,2.47059087748929,-8.595814135570741,22.024543098269977,-5.275130253442783,-29.499151313001963,-79.97026285678604,-41.07823314474474,-780.1638890720818,2328.930346799869
2002-12-04,1406.6129999999998,6.699171958751009,-4.792520617433465,16.75055046148194,1.7957425277370844,-31.334945976675336,-80.80868669840928,-41.84120343156924,-780.8735498147976,2328.8594415909147
2002-12-05,1395.079,-4.068131244685455,2.073001907914151,7.448899756668695,9.255250622751383,-32.91868959957946,-81.51883504304195,-42.594995543119914,-781.5852488680769,2328.7887480111694
2002-12-06,1396.205,0.9035196076904398,5.579651265281133,-4.344124606960803,16.662774088319374,-34.261810034340776,-82.09500653551261,-43.339297507352,-782.2989724551387,2328.718266178014
2002-12-09,1395.9260000000002,4.085856483368047,6.192245091627224,-16.641051659327836,23.577692981163104,-35.37573513358773,-82.53149982065045,-44.07379735221936,-783.0147067992041,2328.6479962088315
2002-12-10,1383.569,-2.489661914186244,2.3376320996171382,-26.520168242034952,29.559387358001437,-36.271892749947376,-82.82261354328348,-44.79818310567764,-783.7324381234929,2328.577938221004
2002-12-11,1367.3120000000001,3.5567922055638386,-6.196205192679311,-30.955788063201403,34.170761249598065,-36.96171073604735,-82.96264634824027,-45.51214279568148,-784.4521526512241,2328.508092331912
2002-12-12,1378.8129999999999,-4.5556613844826686,2.630397021936487,-27.890340974233048,37.0788615585091,-37.4566169445159,-82.94589780374744,-46.21536352678672,-785.17383660562,2328.4384586589404
2002-12-13,1367.934,3.645561455464176,-0.7591782196725383,-19.332152299633687,38.31840347315431,-37.77199563729969,-82.76667503948543,-46.90752484209831,-785.8974762098983,2328.369037319469
2002-12-16,1392.888,-0.5775093929881437,6.374182276019348,-9.041770238008608,38.025674638396694,-37.93475655716849,-82.4193044715355,-47.58828699831689,-786.6230576872805,2328.2998284308824
2002-12-17,1403.5839999999998,2.0179262297756995,3.3426139020708048,1.6454645344919396,36.32168159974287,-37.956514730034,-81.89814231040206,-48.25729407521999,-787.3505672609859,2328.2308321105606
2002-12-18,1409.835,-1.1493186979861159,-4.887914570768522,12.307365145386417,33.31498321489278,-37.83615317820999,-81.19783494495466,-48.914184290011946,-788.0799911542352,2328.1620484758873
2002-12-19,1402.642,-5.1502590676589755,-4.52179751760323,22.316935737689878,29.112101458713425,-37.56919536032596,-80.31435218766126,-49.55859511714971,-788.8113155902477,2328.0934776442436
2002-12-20,1410.46,2.2839377777629797,-0.8491517089757177,30.786055301464256,23.819558306070615,-37.14848723607661,-79.24634134992466,-50.19016403108905,-789.5445267922446,2328.025119733013
2002-12-23,1429.293,0.8286579809510093,3.252179088550684,36.25584387770035,17.552808191255473,-36.562399607326235,-77.99692490097668,-50.808528506286315,-790.279610983445,2327.956974859577
2002-12-24,1420.38,5.476939230982342,4.370949901076052,37.39727772732971,10.491198989552371,-35.796295353092376,-76.57221488947354,-51.41334436062218,-791.0165543870684,2327.889043141316
2002-12-25,1420.93,8.381248571589149,2.249279009031289,33.693695991600016,2.942923086940005,-34.83500760480997,-74.97875271995669,-52.004367803672544,-791.7553432263371,2327.821324695616
2002-12-26,1382.358,-10.26439522524934,-2.5275163956001316,25.880493016140466,-4.726632974782152,-33.66336949391413,-73.22295338154431,-52.581481460437736,-792.4959637244696,2327.753819639857
2002-12-27,1367.852,6.436935430496216,-3.989581142184362,14.942358711746163,-12.144825015680373,-32.266214151841005,-71.3112048453544,-53.1445949739175,-793.2384021046852,2327.6865280914208
2002-12-30,1358.433,2.605830418807695,0.6452894393065102,1.9849711998629902,-18.93900885581954,-30.628374710025508,-69.24989508250515,-53.69361798711136,-793.9826445902052,2327.6194501676896
2002-12-31,1348.714,6.701218029573894,3.9369390690389756,-11.062968858107087,-24.736540315266126,-28.73468429990278,-67.04541206411515,-54.228460143019056,-794.7286774042499,2327.5525859860472
2003-01-02,1317.4679999999998,-10.021936678635782,-3.9928773024822113,-22.17670879978047,-29.164775214086006,-26.56997605290954,-64.70414376130122,-54.7490310846407,-795.4764867700385,2327.4859356638744
2003-01-03,1312.796,0.17228419315733418,-8.28334562455816,-29.75650790337806,-31.847802906715998,-24.122349566109175,-62.23247814518254,-55.25524045497604,-796.2260589107915,2327.4194993185542
2003-01-06,1311.684,6.227561961487717,-0.078301184465097,-32.64939012550394,-32.4196880236873,-21.39327856166885,-59.63680318687651,-55.74699789702519,-796.9773800497283,2327.3532770674674
2003-01-07,1326.191,-13.923383705895883,9.634383009227545,-30.947106716472067,-30.718252999343214,-18.393752294155124,-56.923506857501934,-56.224213053787096,-797.7304364100698,2327.287269027998
2003-01-08,1330.451,8.929397119169312,12.004853430381964,-24.593548848454624,-27.069057760676404,-15.15513234647229,-54.0989771281762,-56.68679556826288,-798.485214215036,2327.221475317527
2003-01-09,1365.37,21.395437261880808,3.8090169277140427,-13.783045257695589,-21.93355192605728,-11.713796317963729,-51.16960197001772,-57.13465508345167,-799.2416996878467,2327.1558960534376
